Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
Lu Zhang,Super League,33,192,84,63,63,160K,2K,360 ,4 ,5 ,1 ,0 ,2 ,6,1,62,45,56,60,23,56,37,65,30,13,45,19,63,61,59,70,59,70,https://sofifa.com/player/182422/lu-zhang/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean Bouzanis,National League,30,185,84,63,63,325K,2K,3780 ,42 ,0 ,0 ,0 ,18 ,,1,58,61,58,59,46,65,39,70,45,25,48,40,51,63,60,64,62,62,https://sofifa.com/player/181468/dean-bouzanis/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Eastwood,League One,32,188,90,63,63,240K,2K,1170 ,13 ,25 ,15 ,0 ,0 ,6,1,48,52,62,61,44,64,40,68,41,27,31,23,46,63,61,61,63,64,https://sofifa.com/player/173895/simon-eastwood/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillaume Faivre,Super League,34,188,83,63,63,80K,3K,457 ,6 ,12 ,8 ,1 ,1 ,6,1,31,38,31,50,40,34,30,52,24,11,12,17,46,64,64,59,65,62,https://sofifa.com/player/170785/guillaume-faivre/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arturo Camura,Super League,29,188,86,63,63,325K,500,457 ,6 ,12 ,8 ,1 ,1 ,6,1,37,41,44,60,49,60,31,72,44,10,60,26,58,63,62,63,62,63,https://sofifa.com/player/160181/arturo-camura/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruberth Redoga,Super League,29,192,85,63,63,325K,500,457 ,6 ,12 ,8 ,1 ,1 ,6,1,12,16,24,52,33,32,17,55,17,14,35,35,33,56,72,62,63,63,https://sofifa.com/player/160020/ruberth-redoga/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Corveto,Super League,29,193,88,63,63,325K,500,457 ,6 ,12 ,8 ,1 ,1 ,6,1,17,18,44,61,22,41,15,60,36,12,37,34,42,61,62,63,61,63,https://sofifa.com/player/160017/adrian-corveto/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Aldarez,Super League,29,191,90,63,63,325K,500,457 ,6 ,12 ,8 ,1 ,1 ,6,1,50,36,69,57,45,62,34,72,43,14,47,41,54,63,56,62,68,65,https://sofifa.com/player/160011/richard-aldarez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daynor Zumarraga,Super League,37,180,75,63,63,50K,500,457 ,6 ,12 ,8 ,1 ,1 ,6,1,60,48,52,65,55,41,39,52,33,23,52,42,50,68,43,64,64,72,https://sofifa.com/player/159909/daynor-zumarraga/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Henderson,Premier League 2 Divison Two,33,193,87,63,63,160K,2K,180 ,2 ,0 ,0 ,0 ,0 ,,1,46,34,47,59,41,62,34,62,33,16,45,18,42,64,62,64,63,62,https://sofifa.com/player/155886/stephen-henderson/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Morris,League Two,37,183,70,63,63,50K,1K,4015 ,45 ,154 ,88 ,1 ,15 ,7,1,32,34,56,59,55,67,30,63,30,17,41,29,56,64,62,61,62,64,https://sofifa.com/player/19541/glenn-morris/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Jorge Pasquinha Evora,League Two,22,181,79,62,72,775K,1K,4015 ,45 ,154 ,88 ,1 ,15 ,7,1,40,39,42,53,52,69,19,45,13,14,64,50,50,57,61,76,62,63,https://sofifa.com/player/266677/mario-jorge-pasquinha-evora/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masahiro Okamoto,J2-League,38,188,80,62,62,45K,500,3330 ,37 ,0 ,0 ,0 ,8 ,,1,28,25,23,58,34,42,22,70,19,10,45,14,39,62,63,65,64,57,https://sofifa.com/player/266276/masahiro-okamoto/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antal Bencze,J2-League,19,190,81,62,79,900K,600,3330 ,37 ,0 ,0 ,0 ,8 ,,1,28,22,30,50,23,33,27,63,25,8,23,12,33,62,60,57,61,66,https://sofifa.com/player/264351/antal-bencze/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Valencia Garcia,J2-League,20,188,74,62,71,750K,2K,3330 ,37 ,0 ,0 ,0 ,8 ,,1,20,25,30,40,39,44,25,45,27,13,28,16,32,66,61,60,59,67,https://sofifa.com/player/264161/pablo-valencia-garcia/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ederson Cabezas,J2-League,20,185,79,62,69,675K,500,3330 ,37 ,0 ,0 ,0 ,8 ,,1,30,18,37,55,42,62,44,55,23,15,30,24,28,62,64,58,59,61,https://sofifa.com/player/264048/ederson-cabezas/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Da Silva Ventura,Serie B,20,189,76,62,74,850K,950,0 ,0 ,0 ,0 ,0 ,0 ,,1,47,41,34,37,32,40,37,45,24,8,59,21,34,66,63,61,60,67,https://sofifa.com/player/263673/andrew-da-silva-ventura/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Diaz Sorroche,Serie B,23,181,73,62,70,775K,950,0 ,0 ,0 ,0 ,0 ,0 ,,1,37,30,46,48,42,61,21,41,22,14,41,17,34,63,59,61,63,65,https://sofifa.com/player/263154/sergio-diaz-sorroche/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Covolan Cavagnari,National League,30,193,85,62,62,275K,2K,2250 ,25 ,0 ,0 ,0 ,12 ,,1,15,30,31,53,23,63,27,66,27,6,38,19,26,62,59,63,61,65,https://sofifa.com/player/262812/lucas-covolan-cavagnari/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramon Juan Ramirez,Segunda B - Playoffs,21,179,79,62,68,525K,850,540 ,6 ,0 ,0 ,0 ,3 ,,1,24,27,33,56,44,57,16,42,25,8,28,17,39,60,61,59,62,64,https://sofifa.com/player/262742/ramon-juan-ramirez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikolaj Bieganski,Segunda B - Playoffs,19,190,84,62,73,750K,500,540 ,6 ,0 ,0 ,0 ,3 ,,1,47,43,34,46,34,39,37,61,20,7,36,18,38,63,56,54,68,65,https://sofifa.com/player/262646/mikolaj-bieganski/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai Marino Alkorta,Tercera - Group 5,21,185,81,62,74,850K,750,630 ,7 ,0 ,0 ,0 ,3 ,,1,27,17,34,57,42,63,25,59,20,7,22,10,24,67,60,55,55,66,https://sofifa.com/player/262497/unai-marino-alkorta/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Popa,Tercera - Group 5,18,190,83,62,78,900K,500,630 ,7 ,0 ,0 ,0 ,3 ,,1,36,43,47,47,23,30,27,51,23,7,51,10,23,62,60,66,63,66,https://sofifa.com/player/262420/robert-popa/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Chanza Zapata,La Liga 2,23,182,74,62,71,775K,950,0 ,0 ,0 ,0 ,0 ,0 ,,1,35,30,33,53,45,63,23,62,22,12,42,16,39,62,63,64,60,61,https://sofifa.com/player/262305/jorge-chanza-zapata/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Vekic,1. SNL,23,192,86,62,68,500K,1K,630 ,7 ,0 ,0 ,0 ,4 ,,1,26,37,31,39,36,30,35,60,34,32,29,14,33,61,64,67,61,67,https://sofifa.com/player/262295/igor-vekic/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amjhad Nazih,Ligue 2,19,192,76,62,74,825K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,38,45,34,54,28,47,34,57,30,15,36,11,35,66,61,59,58,65,https://sofifa.com/player/260587/amjhad-nazih/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arda Ozcimen,Super Lig,19,198,86,62,73,750K,850,0 ,0 ,0 ,0 ,0 ,0 ,,1,31,20,53,50,36,63,39,42,30,9,21,17,39,64,61,61,59,68,https://sofifa.com/player/260409/arda-ozcimen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boubacar Fall,Super Lig,20,198,80,62,75,850K,3K,0 ,0 ,0 ,0 ,0 ,0 ,,1,24,29,37,50,28,36,27,63,27,8,28,13,22,62,62,63,61,64,https://sofifa.com/player/260326/boubacar-fall/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfonso Pastor Vacas,La Liga,20,190,80,62,72,750K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,27,17,22,48,25,31,24,59,24,8,27,13,25,69,63,66,58,60,https://sofifa.com/player/259530/alfonso-pastor-vacas/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pere Joan Garcia Bauza,La Liga,19,188,83,62,81,900K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,50,60,55,61,62,80,45,72,20,12,41,11,45,53,59,66,66,64,https://sofifa.com/player/259314/pere-joan-garcia-bauza/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Strindholm,Tercera - Group 9,19,190,80,62,77,825K,550,90 ,1 ,0 ,0 ,0 ,1 ,,1,22,25,50,54,46,67,16,51,25,6,54,17,28,63,60,61,61,64,https://sofifa.com/player/258492/daniel-strindholm/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Lazaro Fuoli,La Liga 2,23,188,79,62,70,775K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,32,28,34,55,38,52,20,53,20,7,42,11,29,61,60,63,61,64,https://sofifa.com/player/258183/diego-lazaro-fuoli/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Dos Santos Haesler,Superliga,22,196,85,62,70,775K,1K,450 ,5 ,14 ,7 ,0 ,0 ,6,1,27,29,27,57,29,34,16,73,26,9,43,19,33,60,63,64,59,62,https://sofifa.com/player/258085/eduardo-dos-santos-haesler/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Mendez Exposito,La Liga 2,21,188,80,62,76,850K,900,0 ,0 ,0 ,0 ,0 ,0 ,,1,32,23,29,54,37,61,24,57,24,13,37,19,32,65,62,52,60,64,https://sofifa.com/player/257998/victor-mendez-exposito/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Kersken,La Liga 2,20,190,88,62,73,750K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,25,24,34,45,25,35,16,58,25,10,45,11,35,64,63,62,63,64,https://sofifa.com/player/257914/jonas-kersken/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavius Croitoru,Liga 1,28,192,85,62,62,275K,1K,450 ,5 ,0 ,0 ,0 ,0 ,,1,41,47,55,70,56,71,31,70,31,7,46,18,58,64,61,67,50,61,https://sofifa.com/player/257740/flavius-croitoru/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Gutierrez,Liga MX,24,181,67,62,68,500K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,59,55,56,60,49,66,45,61,25,15,51,12,48,61,61,60,60,62,https://sofifa.com/player/257425/gustavo-gutierrez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Flere,La Liga,23,182,68,62,69,675K,3K,0 ,0 ,0 ,0 ,0 ,0 ,,1,20,24,35,60,45,63,25,45,22,10,28,15,25,61,56,64,58,69,https://sofifa.com/player/257350/juan-flere/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Ruiz Suarez,La Liga 2,24,185,77,62,70,775K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,51,50,53,60,40,64,35,69,30,15,53,31,50,67,53,58,54,72,https://sofifa.com/player/257027/jesus-ruiz-suarez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Dziekonski,Ekstraklasa,17,188,78,62,77,800K,500,1400 ,16 ,0 ,0 ,0 ,3 ,,1,32,33,25,47,39,54,28,63,28,11,33,14,36,62,62,62,60,65,https://sofifa.com/player/256953/xavier-dziekonski/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Pulskamp,Major League Soccer,20,188,86,62,75,850K,750,540 ,6 ,13 ,9 ,0 ,1 ,6,1,27,21,30,53,41,59,20,62,20,11,31,19,34,63,60,59,62,62,https://sofifa.com/player/256053/john-pulskamp/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zion Suzuki,J-League,18,189,91,62,74,800K,500,0 ,0 ,0 ,0 ,0 ,0 ,,1,48,53,39,55,33,68,23,80,24,7,29,18,27,65,57,71,56,67,https://sofifa.com/player/255981/zion-suzuki/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ander Iruarrizaga Diez,Segunda B - Playoffs,22,188,74,62,70,775K,3K,558 ,7 ,0 ,0 ,0 ,1 ,,1,32,24,28,50,37,47,21,43,22,8,25,15,24,66,67,58,60,58,https://sofifa.com/player/255953/ander-iruarrizaga-diez/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristhian Riveros,Segunda B - Playoffs,22,182,80,62,69,700K,500,558 ,7 ,0 ,0 ,0 ,1 ,,1,30,32,23,55,45,70,25,41,25,10,33,11,22,61,60,61,62,63,https://sofifa.com/player/255452/cristhian-riveros/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benny Diaz,Liga MX,22,187,83,62,70,775K,2K,210 ,3 ,12 ,8 ,2 ,0 ,7,1,18,26,26,56,25,71,22,60,23,15,29,11,39,62,59,59,62,66,https://sofifa.com/player/255389/benny-diaz/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shun Yoshida,J-League,24,184,83,62,66,450K,600,0 ,0 ,0 ,0 ,0 ,0 ,,1,31,32,33,59,48,62,21,64,25,9,45,12,39,66,58,63,57,65,https://sofifa.com/player/254876/shun-yoshida/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marino Arzamendia,Division 1,23,190,87,62,69,675K,500,90 ,1 ,0 ,0 ,0 ,0 ,,1,30,28,33,66,26,39,18,34,23,16,46,8,44,61,60,55,61,62,https://sofifa.com/player/254760/marino-arzamendia/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Casanova,Primera Division,24,193,78,62,67,475K,500,1620 ,18 ,0 ,0 ,0 ,5 ,,1,17,30,40,47,26,31,26,37,15,10,26,19,19,64,55,62,59,72,https://sofifa.com/player/254085/francisco-casanova/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessandro Russo,Serie B,20,193,74,62,77,850K,3K,1620 ,18 ,60 ,42 ,0 ,5 ,7,1,29,33,32,55,21,38,17,63,26,14,24,11,32,66,59,56,58,63,https://sofifa.com/player/253003/alessandro-russo/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Horreo Taveras,Segunda B - Playoffs,21,191,81,62,74,850K,950,270 ,3 ,0 ,0 ,0 ,2 ,,1,33,32,44,59,31,57,30,74,21,15,32,17,37,62,62,57,61,63,https://sofifa.com/player/252112/alberto-horreo-taveras/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Fayulu,Super League Play-offs,21,192,84,62,74,850K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,23,29,32,49,24,30,21,56,17,8,38,10,30,65,63,59,59,64,https://sofifa.com/player/248858/timothy-fayulu/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Barcola,Ligue 1,22,197,83,62,70,775K,6K,0 ,0 ,0 ,0 ,0 ,0 ,,1,21,29,23,60,24,41,24,70,16,11,37,17,31,62,59,53,61,63,https://sofifa.com/player/248766/malcolm-barcola/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Hein,Premier League,19,193,77,62,80,900K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,33,38,28,58,31,34,40,57,18,12,29,18,26,60,61,56,63,65,https://sofifa.com/player/248732/karl-hein/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razvan Ducan,Liga 1 - Play-offs,20,192,82,62,70,750K,600,0 ,0 ,0 ,0 ,0 ,0 ,,1,27,22,38,53,26,45,21,52,26,15,48,14,35,70,57,55,60,62,https://sofifa.com/player/248019/razvan-ducan/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cezary Miszta,Ekstraklasa,19,193,80,62,73,750K,600,494 ,6 ,0 ,0 ,0 ,4 ,,1,29,42,34,49,29,51,27,52,23,12,43,11,29,65,63,57,61,64,https://sofifa.com/player/247866/cezary-miszta/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Moreno,Liga MX,23,190,88,62,70,775K,2K,92 ,2 ,2 ,0 ,0 ,2 ,7,1,35,40,41,45,33,41,25,79,22,12,39,13,26,64,62,58,62,64,https://sofifa.com/player/245359/carlos-moreno/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koen Bucker,Eredivisie,25,198,86,62,66,425K,1K,180 ,2 ,5 ,3 ,1 ,0 ,6,1,30,32,30,62,26,32,24,54,20,13,30,13,40,64,57,56,61,63,https://sofifa.com/player/245056/koen-bucker/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Faist,Admiral Bundesliga,32,184,76,62,62,200K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,24,28,31,57,41,65,17,77,20,7,37,15,39,61,62,55,63,60,https://sofifa.com/player/244409/florian-faist/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Anang,Premier League 2 Division One,21,183,78,62,74,850K,5K,1676 ,19 ,0 ,0 ,0 ,2 ,,1,34,32,31,57,50,56,25,55,30,12,55,15,37,62,61,60,60,63,https://sofifa.com/player/244191/joseph-anang/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Kretzschmar,3. Liga,22,185,81,62,70,775K,500,79 ,1 ,0 ,0 ,0 ,0 ,,1,40,44,45,45,55,69,39,68,18,10,29,11,38,65,61,58,61,66,https://sofifa.com/player/244178/tom-kretzschmar/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakub Bursztyn,Ekstraklasa,23,186,85,62,66,450K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,29,23,37,54,37,52,24,62,25,11,26,15,48,64,60,58,61,63,https://sofifa.com/player/243502/jakub-bursztyn/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobe Leysen,Pro League,19,188,83,62,76,825K,900,0 ,0 ,0 ,0 ,0 ,0 ,,1,33,25,37,50,35,47,28,48,22,15,32,18,28,66,58,55,62,65,https://sofifa.com/player/243294/tobe-leysen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daiki Tomii,J-League,31,182,74,62,62,210K,750,540 ,6 ,0 ,0 ,0 ,2 ,,1,31,36,34,59,51,63,17,58,16,8,34,12,15,65,58,57,63,62,https://sofifa.com/player/242564/daiki-tomii/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quanbo Guo,Super League,23,184,80,62,69,675K,2K,113 ,2 ,1 ,0 ,0 ,1 ,,1,45,59,47,68,60,73,31,62,40,21,66,25,62,61,58,56,61,63,https://sofifa.com/player/240704/quanbo-guo/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Garcia,Liga de Expansión MX,23,186,72,62,72,775K,2K,1350 ,15 ,0 ,0 ,0 ,9 ,,1,26,18,35,45,43,64,30,42,19,9,26,14,31,67,66,64,57,62,https://sofifa.com/player/240286/joel-garcia/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukas Watkowiak,Super League,25,197,105,62,67,475K,2K,90 ,1 ,3 ,1 ,0 ,0 ,7,1,20,23,18,54,19,27,26,80,32,6,32,15,21,59,59,57,63,66,https://sofifa.com/player/239746/lukas-watkowiak/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey De Lange,Eredivisie,23,188,78,62,70,775K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,25,24,30,55,39,45,23,51,17,7,21,18,52,62,60,61,60,63,https://sofifa.com/player/239559/jeffrey-de-lange/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Delianov,A-League,21,188,87,62,70,775K,500,1620 ,18 ,60 ,45 ,2 ,5 ,6,1,24,29,32,56,33,49,30,63,39,6,31,22,39,63,59,58,60,63,https://sofifa.com/player/239019/james-delianov/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christoph Haas,Admiral Bundesliga,28,190,88,62,63,325K,2K,0 ,0 ,0 ,0 ,0 ,0 ,,1,32,27,29,59,22,34,25,62,24,6,31,16,23,63,60,62,62,59,https://sofifa.com/player/237802/christoph-haas/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hirotsugu Nakabayashi,J-League,35,182,73,62,62,45K,1K,90 ,1 ,0 ,0 ,0 ,2 ,,1,20,26,23,50,46,57,45,45,26,16,65,12,33,63,59,66,62,64,https://sofifa.com/player/237426/hirotsugu-nakabayashi/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefan Cleveland,Major League Soccer,27,188,84,62,65,400K,1K,1350 ,15 ,29 ,20 ,0 ,3 ,6,1,55,56,33,58,27,56,41,63,27,11,51,23,38,63,59,60,60,65,https://sofifa.com/player/237250/stefan-cleveland/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Maynard Brewer,League One,22,188,76,62,72,775K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,19,25,39,52,51,55,28,55,25,8,26,7,37,64,60,61,62,63,https://sofifa.com/player/237205/ashley-maynard-brewer/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmet Eyup Turkaslan,1. Lig,26,188,83,62,66,425K,2K,1404 ,16 ,0 ,0 ,0 ,3 ,,1,16,15,22,55,38,45,21,62,20,9,38,14,36,63,61,64,55,68,https://sofifa.com/player/236780/ahmet-eyup-turkaslan/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Viscarra,Liga De Futbol Prof,28,190,80,62,63,325K,500,1035 ,12 ,0 ,0 ,0 ,4 ,,1,21,31,23,51,27,66,28,51,10,7,24,17,41,64,59,57,66,62,https://sofifa.com/player/236241/guillermo-viscarra/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ataberk Dadakdeniz,1. Lig,21,194,84,62,72,775K,2K,1741 ,20 ,0 ,0 ,0 ,4 ,,1,32,28,44,54,42,38,25,60,21,13,34,17,39,63,61,58,58,65,https://sofifa.com/player/235932/ataberk-dadakdeniz/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milosz Mleczko,1. Liga,22,191,84,62,67,500K,1K,1170 ,13 ,0 ,0 ,0 ,5 ,,1,34,15,31,49,29,38,31,61,31,12,46,21,33,61,63,61,63,63,https://sofifa.com/player/235274/milosz-mleczko/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Klinger,Bundesliga,25,187,84,62,66,425K,7K,0 ,0 ,0 ,0 ,0 ,0 ,,1,31,35,49,60,40,72,36,64,31,10,30,11,41,59,60,63,60,64,https://sofifa.com/player/233211/niklas-klinger/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryotaro Hironaga,J-League,31,186,80,62,62,210K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,31,19,26,47,37,50,45,69,19,10,40,12,22,64,60,60,61,65,https://sofifa.com/player/232507/ryotaro-hironaga/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kei Ishikawa,J3-League,28,185,83,62,63,325K,2K,450 ,5 ,0 ,0 ,0 ,2 ,,1,24,20,35,62,42,64,27,59,17,9,28,12,39,64,61,56,58,62,https://sofifa.com/player/232449/kei-ishikawa/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Romulo Barni Barros,J3-League,33,193,88,62,62,130K,2K,450 ,5 ,0 ,0 ,0 ,2 ,,1,43,49,38,61,54,58,23,68,17,23,48,24,53,62,60,58,61,63,https://sofifa.com/player/230179/marlon-romulo-barni-barros/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Hauptmeijer,Eredivisie,24,190,70,62,67,475K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,33,35,38,52,48,53,30,55,19,18,36,26,42,60,62,60,63,66,https://sofifa.com/player/229135/mike-hauptmeijer/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikolai Rehnen,Bundesliga,24,191,82,62,67,475K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,33,39,38,54,40,54,23,57,19,8,29,16,22,63,58,60,62,63,https://sofifa.com/player/229067/nikolai-rehnen/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Burgoyne,League One,24,193,80,62,68,500K,1K,1564 ,18 ,38 ,23 ,0 ,3 ,6,1,32,37,40,56,38,50,20,44,17,11,43,20,45,63,62,61,61,62,https://sofifa.com/player/228385/harry-burgoyne/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Casado Conde,La Liga 2,24,187,77,62,67,475K,1K,0 ,0 ,0 ,0 ,0 ,0 ,,1,44,45,38,61,53,56,40,66,16,21,23,25,28,62,61,58,56,67,https://sofifa.com/player/226288/samuel-casado-conde/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Kroll,3. Liga,24,191,87,62,68,500K,2K,270 ,3 ,0 ,0 ,0 ,0 ,,1,36,38,33,64,30,60,28,72,28,13,42,23,41,63,61,59,58,63,https://sofifa.com/player/224204/steve-kroll/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morten Saetra,Eliteserien,24,198,90,62,68,500K,650,0 ,0 ,0 ,0 ,0 ,0 ,,1,43,46,35,53,59,55,30,62,25,25,30,15,29,63,61,58,60,63,https://sofifa.com/player/223488/morten-saetra/220039/
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
