,Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
1255,Jon Kempin,Major League Soccer,28,185,78,62,63,325000.0,1000.0,883,10,18,11,0,1,6.0,1,58,56,38,53,29,68,45,53,34,22,14,22,45,63,55,62,64,66,https://sofifa.com/player/201353/jon-kempin/220039/
1256,Chong Zhang,Super League,33,190,81,62,62,130000.0,2000.0,854,17,22,9,0,2,6.0,1,55,54,58,58,35,51,28,26,13,12,44,16,56,62,61,64,61,60,https://sofifa.com/player/182474/chong-zhang/220039/
1257,Tom Kretzschmar,3. Liga,22,185,81,62,70,775000.0,500.0,79,1,0,0,0,0,,1,40,44,45,45,55,69,39,68,18,10,29,11,38,65,61,58,61,66,https://sofifa.com/player/244178/tom-kretzschmar/220039/
1258,Felix Dornebusch,2. Bundesliga,26,193,89,62,64,375000.0,2000.0,691,8,22,17,0,1,6.0,1,40,42,31,63,42,53,28,76,19,25,31,21,28,63,54,50,62,65,https://sofifa.com/player/219260/felix-dornebusch/220039/
1259,Unai Marino Alkorta,Tercera - Group 5,21,185,81,62,74,850000.0,750.0,630,7,0,0,0,3,,1,27,17,34,57,42,63,25,59,20,7,22,10,24,67,60,55,55,66,https://sofifa.com/player/262497/unai-marino-alkorta/220039/
1260,Robert Popa,Tercera - Group 5,18,190,83,62,78,900000.0,500.0,630,7,0,0,0,3,,1,36,43,47,47,23,30,27,51,23,7,51,10,23,62,60,66,63,66,https://sofifa.com/player/262420/robert-popa/220039/
1261,Igor Vekic,1. SNL,23,192,86,62,68,500000.0,1000.0,630,7,0,0,0,4,,1,26,37,31,39,36,30,35,60,34,32,29,14,33,61,64,67,61,67,https://sofifa.com/player/262295/igor-vekic/220039/
1262,Ander Iruarrizaga Diez,Segunda B - Playoffs,22,188,74,62,70,775000.0,3000.0,558,7,0,0,0,1,,1,32,24,28,50,37,47,21,43,22,8,25,15,24,66,67,58,60,58,https://sofifa.com/player/255953/ander-iruarrizaga-diez/220039/
1263,Cristhian Riveros,Segunda B - Playoffs,22,182,80,62,69,700000.0,500.0,558,7,0,0,0,1,,1,30,32,23,55,45,70,25,41,25,10,33,11,22,61,60,61,62,63,https://sofifa.com/player/255452/cristhian-riveros/220039/
1264,Ramon Juan Ramirez,Segunda B - Playoffs,21,179,79,62,68,525000.0,850.0,540,6,0,0,0,3,,1,24,27,33,56,44,57,16,42,25,8,28,17,39,60,61,59,62,64,https://sofifa.com/player/262742/ramon-juan-ramirez/220039/
1265,Mikolaj Bieganski,Segunda B - Playoffs,19,190,84,62,73,750000.0,500.0,540,6,0,0,0,3,,1,47,43,34,46,34,39,37,61,20,7,36,18,38,63,56,54,68,65,https://sofifa.com/player/262646/mikolaj-bieganski/220039/
1266,John Pulskamp,Major League Soccer,20,188,86,62,75,850000.0,750.0,540,6,13,9,0,1,6.0,1,27,21,30,53,41,59,20,62,20,11,31,19,34,63,60,59,62,62,https://sofifa.com/player/256053/john-pulskamp/220039/
1267,Daiki Tomii,J-League,31,182,74,62,62,210000.0,750.0,540,6,0,0,0,2,,1,31,36,34,59,51,63,17,58,16,8,34,12,15,65,58,57,63,62,https://sofifa.com/player/242564/daiki-tomii/220039/
1268,Cezary Miszta,Ekstraklasa,19,193,80,62,73,750000.0,600.0,494,6,0,0,0,4,,1,29,42,34,49,29,51,27,52,23,12,43,11,29,65,63,57,61,64,https://sofifa.com/player/247866/cezary-miszta/220039/
1269,Edgar Hernandez,Liga MX,38,185,83,62,62,45000.0,1000.0,494,6,13,6,0,2,6.0,1,57,57,65,64,56,70,28,69,29,14,37,24,44,67,54,60,62,62,https://sofifa.com/player/169415/edgar-hernandez/220039/
1270,Eryin Marcinal,Liga MX,29,185,84,62,62,275000.0,500.0,494,6,13,6,0,2,6.0,1,40,46,45,60,52,67,38,68,37,12,46,25,32,60,61,60,61,62,https://sofifa.com/player/160180/eryin-marcinal/220039/
1271,Ricardo Costeria,Liga MX,29,192,89,62,62,275000.0,500.0,494,6,13,6,0,2,6.0,1,53,53,55,45,43,48,40,64,38,15,50,35,43,61,64,71,55,68,https://sofifa.com/player/160018/ricardo-costeria/220039/
1272,Andres Adanuy,Liga MX,33,182,77,62,62,130000.0,500.0,494,6,13,6,0,2,6.0,1,33,42,39,56,37,77,33,59,39,13,62,24,35,59,63,58,63,64,https://sofifa.com/player/159907/andres-adanuy/220039/
1273,Sayouba Mande,Superliga,28,193,82,62,63,325000.0,2000.0,494,7,19,11,2,2,6.0,1,47,40,32,57,50,52,33,69,19,25,53,15,25,64,58,60,61,64,https://sofifa.com/player/209002/sayouba-mande/220039/
1274,Eduardo Dos Santos Haesler,Superliga,22,196,85,62,70,775000.0,1000.0,450,5,14,7,0,0,6.0,1,27,29,27,57,29,34,16,73,26,9,43,19,33,60,63,64,59,62,https://sofifa.com/player/258085/eduardo-dos-santos-haesler/220039/
1275,Flavius Croitoru,Liga 1,28,192,85,62,62,275000.0,1000.0,450,5,0,0,0,0,,1,41,47,55,70,56,71,31,70,31,7,46,18,58,64,61,67,50,61,https://sofifa.com/player/257740/flavius-croitoru/220039/
1276,Kei Ishikawa,J3-League,28,185,83,62,63,325000.0,2000.0,450,5,0,0,0,2,,1,24,20,35,62,42,64,27,59,17,9,28,12,39,64,61,56,58,62,https://sofifa.com/player/232449/kei-ishikawa/220039/
1277,Marlon Romulo Barni Barros,J3-League,33,193,88,62,62,130000.0,2000.0,450,5,0,0,0,2,,1,43,49,38,61,54,58,23,68,17,23,48,24,53,62,60,58,61,63,https://sofifa.com/player/230179/marlon-romulo-barni-barros/220039/
1278,Eirik Holmen Johansen,Eliteserien,28,201,102,62,64,350000.0,900.0,450,5,15,8,0,1,6.0,1,20,34,35,63,40,54,28,64,35,17,33,21,52,57,60,64,59,66,https://sofifa.com/player/190822/eirik-holmen-johansen/220039/
1279,Jonathan Rasheed,Allsvenskan,29,191,88,62,63,300000.0,950.0,420,5,24,13,0,0,6.0,1,30,31,36,54,42,48,32,79,18,20,32,18,39,63,59,61,62,62,https://sofifa.com/player/222471/jonathan-rasheed/220039/
1280,Mario Jorge Pasquinha Evora,League Two,22,181,79,62,72,775000.0,1000.0,4015,45,154,88,1,15,7.0,1,40,39,42,53,52,69,19,45,13,14,64,50,50,57,61,76,62,63,https://sofifa.com/player/266677/mario-jorge-pasquinha-evora/220039/
1281,Ivan Rodriguez,Liga MX,28,186,80,62,63,325000.0,1000.0,385,5,27,17,0,1,7.0,1,64,62,64,56,68,72,41,62,15,15,25,38,39,70,45,55,64,71,https://sofifa.com/player/205267/ivan-rodriguez/220039/
1282,Nick Townsend,League Two,26,181,80,62,63,350000.0,2000.0,3375,38,92,60,1,12,6.0,1,38,41,40,55,39,55,29,70,20,16,42,30,26,63,61,56,61,64,https://sofifa.com/player/212560/nick-townsend/220039/
1283,Masahiro Okamoto,J2-League,38,188,80,62,62,45000.0,500.0,3330,37,0,0,0,8,,1,28,25,23,58,34,42,22,70,19,10,45,14,39,62,63,65,64,57,https://sofifa.com/player/266276/masahiro-okamoto/220039/
1284,Antal Bencze,J2-League,19,190,81,62,79,900000.0,600.0,3330,37,0,0,0,8,,1,28,22,30,50,23,33,27,63,25,8,23,12,33,62,60,57,61,66,https://sofifa.com/player/264351/antal-bencze/220039/
1285,Pablo Valencia Garcia,J2-League,20,188,74,62,71,750000.0,2000.0,3330,37,0,0,0,8,,1,20,25,30,40,39,44,25,45,27,13,28,16,32,66,61,60,59,67,https://sofifa.com/player/264161/pablo-valencia-garcia/220039/
1286,Ederson Cabezas,J2-League,20,185,79,62,69,675000.0,500.0,3330,37,0,0,0,8,,1,30,18,37,55,42,62,44,55,23,15,30,24,28,62,64,58,59,61,https://sofifa.com/player/264048/ederson-cabezas/220039/
1287,Mark Howard,League Two,34,183,76,62,62,70000.0,2000.0,3060,34,80,51,2,10,6.0,1,36,31,39,57,49,60,30,68,23,26,35,24,44,61,61,60,63,63,https://sofifa.com/player/183789/mark-howard/220039/
1288,Alberto Horreo Taveras,Segunda B - Playoffs,21,191,81,62,74,850000.0,950.0,270,3,0,0,0,2,,1,33,32,44,59,31,57,30,74,21,15,32,17,37,62,62,57,61,63,https://sofifa.com/player/252112/alberto-horreo-taveras/220039/
1289,Steve Kroll,3. Liga,24,191,87,62,68,500000.0,2000.0,270,3,0,0,0,0,,1,36,38,33,64,30,60,28,72,28,13,42,23,41,63,61,59,58,63,https://sofifa.com/player/224204/steve-kroll/220039/
1290,Abdullah Al Jadaani,Pro League,30,180,67,62,62,275000.0,5000.0,270,3,0,0,0,2,,1,49,50,47,61,67,56,42,49,35,18,48,22,49,65,58,57,60,64,https://sofifa.com/player/212038/abdullah-al-jadaani/220039/
1291,Michal Buchalik,Ekstraklasa,32,190,83,62,62,200000.0,1000.0,270,3,0,0,0,1,,1,28,37,36,47,51,52,26,66,23,23,42,23,56,61,63,62,67,60,https://sofifa.com/player/189013/michal-buchalik/220039/
1292,Malkolm Nilsson Safqvist,Allsvenskan,27,193,89,62,63,350000.0,750.0,2610,29,78,53,1,9,7.0,1,32,34,35,45,37,42,30,67,24,18,43,20,38,65,63,63,61,65,https://sofifa.com/player/207589/malkolm-nilsson-safqvist/220039/
1293,Alessandro Berardi,Serie A,30,185,78,62,62,275000.0,4000.0,26,1,1,0,0,0,6.0,1,50,51,35,60,45,62,45,55,23,21,55,22,53,61,58,56,63,64,https://sofifa.com/player/202793/alessandro-berardi/220039/
1294,Ben Killip,National League,25,188,74,62,66,425000.0,2000.0,2557,29,0,0,0,13,,1,42,44,40,57,36,66,27,53,22,23,28,20,27,63,60,59,62,63,https://sofifa.com/player/213677/ben-killip/220039/
1295,Alex Cairns,League One,28,183,72,62,63,325000.0,2000.0,2520,28,64,42,0,10,6.0,1,49,48,43,58,60,43,23,39,39,15,16,22,45,62,60,58,63,63,https://sofifa.com/player/203215/alex-cairns/220039/
1296,Abdullah Al Owayshir,Pro League,30,186,71,62,62,275000.0,4000.0,2430,27,0,0,0,3,,1,39,37,62,61,52,69,37,65,21,24,55,15,48,67,57,60,55,64,https://sofifa.com/player/209572/abdullah-al-owayshir/220039/
1297,Callum Burton,League Two,24,188,80,62,65,425000.0,2000.0,2414,27,76,46,2,9,6.0,1,35,52,40,58,65,61,35,48,19,24,37,22,27,64,61,60,59,64,https://sofifa.com/player/222095/callum-burton/220039/
1298,Lucas Hagg Johansson,Allsvenskan,26,189,79,62,64,375000.0,2000.0,2340,26,72,52,1,8,6.0,1,35,42,37,56,33,30,25,57,23,24,18,22,46,65,59,62,59,63,https://sofifa.com/player/211053/lucas-hagg-johansson/220039/
1299,Lucas Covolan Cavagnari,National League,30,193,85,62,62,275000.0,2000.0,2250,25,0,0,0,12,,1,15,30,31,53,23,63,27,66,27,6,38,19,26,62,59,63,61,65,https://sofifa.com/player/262812/lucas-covolan-cavagnari/220039/
1300,Benny Diaz,Liga MX,22,187,83,62,70,775000.0,2000.0,210,3,12,8,2,0,7.0,1,18,26,26,56,25,71,22,60,23,15,29,11,39,62,59,59,62,66,https://sofifa.com/player/255389/benny-diaz/220039/
1301,Arindam Bhattacharya,Indian Super League,31,189,85,62,62,210000.0,500.0,2070,23,53,27,0,10,6.0,1,25,18,20,63,44,52,35,59,15,25,58,13,25,61,56,63,61,65,https://sofifa.com/player/193913/arindam-bhattacharya/220039/
1302,Koen Bucker,Eredivisie,25,198,86,62,66,425000.0,1000.0,180,2,5,3,1,0,6.0,1,30,32,30,62,26,32,24,54,20,13,30,13,40,64,57,56,61,63,https://sofifa.com/player/245056/koen-bucker/220039/
1303,Ataberk Dadakdeniz,1. Lig,21,194,84,62,72,775000.0,2000.0,1741,20,0,0,0,4,,1,32,28,44,54,42,38,25,60,21,13,34,17,39,63,61,58,58,65,https://sofifa.com/player/235932/ataberk-dadakdeniz/220039/
1304,Liam Reddy,A-League,39,189,90,62,62,45000.0,550.0,1710,19,76,55,2,2,7.0,1,46,45,43,59,47,45,39,69,44,18,35,21,62,62,60,60,63,61,https://sofifa.com/player/180717/liam-reddy/220039/
1305,Joseph Anang,Premier League 2 Division One,21,183,78,62,74,850000.0,5000.0,1676,19,0,0,0,2,,1,34,32,31,57,50,56,25,55,30,12,55,15,37,62,61,60,60,63,https://sofifa.com/player/244191/joseph-anang/220039/
1306,Onurcan Piri,1. Lig,26,190,82,62,66,425000.0,2000.0,1664,19,0,0,0,13,,1,19,22,23,51,22,33,26,53,18,9,10,28,34,64,61,60,62,63,https://sofifa.com/player/223174/onurcan-piri/220039/
1307,Francisco Casanova,Primera Division,24,193,78,62,67,475000.0,500.0,1620,18,0,0,0,5,,1,17,30,40,47,26,31,26,37,15,10,26,19,19,64,55,62,59,72,https://sofifa.com/player/254085/francisco-casanova/220039/
1308,Alessandro Russo,Serie B,20,193,74,62,77,850000.0,3000.0,1620,18,60,42,0,5,7.0,1,29,33,32,55,21,38,17,63,26,14,24,11,32,66,59,56,58,63,https://sofifa.com/player/253003/alessandro-russo/220039/
1309,James Delianov,A-League,21,188,87,62,70,775000.0,500.0,1620,18,60,45,2,5,6.0,1,24,29,32,56,33,49,30,63,39,6,31,22,39,63,59,58,60,63,https://sofifa.com/player/239019/james-delianov/220039/
1310,Harry Burgoyne,League One,24,193,80,62,68,500000.0,1000.0,1564,18,38,23,0,3,6.0,1,32,37,40,56,38,50,20,44,17,11,43,20,45,63,62,61,61,62,https://sofifa.com/player/228385/harry-burgoyne/220039/
1311,Tomas Mejias Osorio,1. Lig,32,194,84,62,62,200000.0,1000.0,1451,17,0,0,0,3,,1,57,53,55,57,47,54,24,64,33,23,38,31,20,61,62,62,61,63,https://sofifa.com/player/200734/tomas-mejias-osorio/220039/
1312,Jack Duncan,A-League,28,189,85,62,63,325000.0,550.0,1440,16,41,26,0,4,6.0,1,52,49,44,57,39,62,37,72,33,16,39,15,56,62,61,60,60,62,https://sofifa.com/player/210368/jack-duncan/220039/
1313,Ahmet Eyup Turkaslan,1. Lig,26,188,83,62,66,425000.0,2000.0,1404,16,0,0,0,3,,1,16,15,22,55,38,45,21,62,20,9,38,14,36,63,61,64,55,68,https://sofifa.com/player/236780/ahmet-eyup-turkaslan/220039/
1314,Xavier Dziekonski,Ekstraklasa,17,188,78,62,77,800000.0,500.0,1400,16,0,0,0,3,,1,32,33,25,47,39,54,28,63,28,11,33,14,36,62,62,62,60,65,https://sofifa.com/player/256953/xavier-dziekonski/220039/
1315,Joel Garcia,Liga de Expansión MX,23,186,72,62,72,775000.0,2000.0,1350,15,0,0,0,9,,1,26,18,35,45,43,64,30,42,19,9,26,14,31,67,66,64,57,62,https://sofifa.com/player/240286/joel-garcia/220039/
1316,Stefan Cleveland,Major League Soccer,27,188,84,62,65,400000.0,1000.0,1350,15,29,20,0,3,6.0,1,55,56,33,58,27,56,41,63,27,11,51,23,38,63,59,60,60,65,https://sofifa.com/player/237250/stefan-cleveland/220039/
1317,Xiaotian Shi,League One,31,190,79,62,62,210000.0,1000.0,1350,15,0,0,0,8,,1,39,36,34,56,47,41,31,40,17,22,39,24,27,64,61,57,56,67,https://sofifa.com/player/222274/xiaotian-shi/220039/
1318,Joe Murphy,League Two,39,188,88,62,62,45000.0,900.0,1336,15,33,20,1,5,6.0,1,34,39,38,58,44,51,32,55,31,15,46,16,58,63,61,59,62,62,https://sofifa.com/player/52679/joe-murphy/220039/
1319,Muslim Al Furayj,Pro League,33,188,80,62,62,130000.0,3000.0,1260,14,0,0,0,3,,1,46,44,33,58,51,66,35,65,16,18,48,18,51,63,59,58,61,65,https://sofifa.com/player/223407/muslim-al-furayj/220039/
1320,Milosz Mleczko,1. Liga,22,191,84,62,67,500000.0,1000.0,1170,13,0,0,0,5,,1,34,15,31,49,29,38,31,61,31,12,46,21,33,61,63,61,63,63,https://sofifa.com/player/235274/milosz-mleczko/220039/
1321,Quanbo Guo,Super League,23,184,80,62,69,675000.0,2000.0,113,2,1,0,0,1,,1,45,59,47,68,60,73,31,62,40,21,66,25,62,61,58,56,61,63,https://sofifa.com/player/240704/quanbo-guo/220039/
1322,Tommi Vaiho,Allsvenskan,32,188,78,62,62,200000.0,1000.0,1080,12,38,21,0,5,6.0,1,31,32,32,64,60,70,30,72,35,21,40,17,48,66,61,59,56,62,https://sofifa.com/player/189233/tommi-vaiho/220039/
1323,Guillermo Viscarra,Liga De Futbol Prof,28,190,80,62,63,325000.0,500.0,1035,12,0,0,0,4,,1,21,31,23,51,27,66,28,51,10,7,24,17,41,64,59,57,66,62,https://sofifa.com/player/236241/guillermo-viscarra/220039/
1324,Andrew Da Silva Ventura,Serie B,20,189,76,62,74,850000.0,950.0,0,0,0,0,0,0,,1,47,41,34,37,32,40,37,45,24,8,59,21,34,66,63,61,60,67,https://sofifa.com/player/263673/andrew-da-silva-ventura/220039/
1325,Sergio Diaz Sorroche,Serie B,23,181,73,62,70,775000.0,950.0,0,0,0,0,0,0,,1,37,30,46,48,42,61,21,41,22,14,41,17,34,63,59,61,63,65,https://sofifa.com/player/263154/sergio-diaz-sorroche/220039/
1326,Jorge Chanza Zapata,La Liga 2,23,182,74,62,71,775000.0,950.0,0,0,0,0,0,0,,1,35,30,33,53,45,63,23,62,22,12,42,16,39,62,63,64,60,61,https://sofifa.com/player/262305/jorge-chanza-zapata/220039/
1327,Amjhad Nazih,Ligue 2,19,192,76,62,74,825000.0,500.0,0,0,0,0,0,0,,1,38,45,34,54,28,47,34,57,30,15,36,11,35,66,61,59,58,65,https://sofifa.com/player/260587/amjhad-nazih/220039/
1328,Arda Ozcimen,Super Lig,19,198,86,62,73,750000.0,850.0,0,0,0,0,0,0,,1,31,20,53,50,36,63,39,42,30,9,21,17,39,64,61,61,59,68,https://sofifa.com/player/260409/arda-ozcimen/220039/
1329,Boubacar Fall,Super Lig,20,198,80,62,75,850000.0,3000.0,0,0,0,0,0,0,,1,24,29,37,50,28,36,27,63,27,8,28,13,22,62,62,63,61,64,https://sofifa.com/player/260326/boubacar-fall/220039/
1330,Alfonso Pastor Vacas,La Liga,20,190,80,62,72,750000.0,2000.0,0,0,0,0,0,0,,1,27,17,22,48,25,31,24,59,24,8,27,13,25,69,63,66,58,60,https://sofifa.com/player/259530/alfonso-pastor-vacas/220039/
1331,Pere Joan Garcia Bauza,La Liga,19,188,83,62,81,900000.0,1000.0,0,0,0,0,0,0,,1,50,60,55,61,62,80,45,72,20,12,41,11,45,53,59,66,66,64,https://sofifa.com/player/259314/pere-joan-garcia-bauza/220039/
1332,Diego Lazaro Fuoli,La Liga 2,23,188,79,62,70,775000.0,1000.0,0,0,0,0,0,0,,1,32,28,34,55,38,52,20,53,20,7,42,11,29,61,60,63,61,64,https://sofifa.com/player/258183/diego-lazaro-fuoli/220039/
1333,Victor Mendez Exposito,La Liga 2,21,188,80,62,76,850000.0,900.0,0,0,0,0,0,0,,1,32,23,29,54,37,61,24,57,24,13,37,19,32,65,62,52,60,64,https://sofifa.com/player/257998/victor-mendez-exposito/220039/
1334,Jonas Kersken,La Liga 2,20,190,88,62,73,750000.0,2000.0,0,0,0,0,0,0,,1,25,24,34,45,25,35,16,58,25,10,45,11,35,64,63,62,63,64,https://sofifa.com/player/257914/jonas-kersken/220039/
1335,Gustavo Gutierrez,Liga MX,24,181,67,62,68,500000.0,2000.0,0,0,0,0,0,0,,1,59,55,56,60,49,66,45,61,25,15,51,12,48,61,61,60,60,62,https://sofifa.com/player/257425/gustavo-gutierrez/220039/
1336,Juan Flere,La Liga,23,182,68,62,69,675000.0,3000.0,0,0,0,0,0,0,,1,20,24,35,60,45,63,25,45,22,10,28,15,25,61,56,64,58,69,https://sofifa.com/player/257350/juan-flere/220039/
1337,Jesus Ruiz Suarez,La Liga 2,24,185,77,62,70,775000.0,1000.0,0,0,0,0,0,0,,1,51,50,53,60,40,64,35,69,30,15,53,31,50,67,53,58,54,72,https://sofifa.com/player/257027/jesus-ruiz-suarez/220039/
1338,Zion Suzuki,J-League,18,189,91,62,74,800000.0,500.0,0,0,0,0,0,0,,1,48,53,39,55,33,68,23,80,24,7,29,18,27,65,57,71,56,67,https://sofifa.com/player/255981/zion-suzuki/220039/
1339,Shun Yoshida,J-League,24,184,83,62,66,450000.0,600.0,0,0,0,0,0,0,,1,31,32,33,59,48,62,21,64,25,9,45,12,39,66,58,63,57,65,https://sofifa.com/player/254876/shun-yoshida/220039/
1340,Timothy Fayulu,Super League Play-offs,21,192,84,62,74,850000.0,2000.0,0,0,0,0,0,0,,1,23,29,32,49,24,30,21,56,17,8,38,10,30,65,63,59,59,64,https://sofifa.com/player/248858/timothy-fayulu/220039/
1341,Malcolm Barcola,Ligue 1,22,197,83,62,70,775000.0,6000.0,0,0,0,0,0,0,,1,21,29,23,60,24,41,24,70,16,11,37,17,31,62,59,53,61,63,https://sofifa.com/player/248766/malcolm-barcola/220039/
1342,Karl Hein,Premier League,19,193,77,62,80,900000.0,2000.0,0,0,0,0,0,0,,1,33,38,28,58,31,34,40,57,18,12,29,18,26,60,61,56,63,65,https://sofifa.com/player/248732/karl-hein/220039/
1343,Razvan Ducan,Liga 1 - Play-offs,20,192,82,62,70,750000.0,600.0,0,0,0,0,0,0,,1,27,22,38,53,26,45,21,52,26,15,48,14,35,70,57,55,60,62,https://sofifa.com/player/248019/razvan-ducan/220039/
1344,Florian Faist,Admiral Bundesliga,32,184,76,62,62,200000.0,1000.0,0,0,0,0,0,0,,1,24,28,31,57,41,65,17,77,20,7,37,15,39,61,62,55,63,60,https://sofifa.com/player/244409/florian-faist/220039/
1345,Jakub Bursztyn,Ekstraklasa,23,186,85,62,66,450000.0,1000.0,0,0,0,0,0,0,,1,29,23,37,54,37,52,24,62,25,11,26,15,48,64,60,58,61,63,https://sofifa.com/player/243502/jakub-bursztyn/220039/
1346,Tobe Leysen,Pro League,19,188,83,62,76,825000.0,900.0,0,0,0,0,0,0,,1,33,25,37,50,35,47,28,48,22,15,32,18,28,66,58,55,62,65,https://sofifa.com/player/243294/tobe-leysen/220039/
1347,Jeffrey De Lange,Eredivisie,23,188,78,62,70,775000.0,1000.0,0,0,0,0,0,0,,1,25,24,30,55,39,45,23,51,17,7,21,18,52,62,60,61,60,63,https://sofifa.com/player/239559/jeffrey-de-lange/220039/
1348,Christoph Haas,Admiral Bundesliga,28,190,88,62,63,325000.0,2000.0,0,0,0,0,0,0,,1,32,27,29,59,22,34,25,62,24,6,31,16,23,63,60,62,62,59,https://sofifa.com/player/237802/christoph-haas/220039/
1349,Ashley Maynard Brewer,League One,22,188,76,62,72,775000.0,1000.0,0,0,0,0,0,0,,1,19,25,39,52,51,55,28,55,25,8,26,7,37,64,60,61,62,63,https://sofifa.com/player/237205/ashley-maynard-brewer/220039/
1350,Niklas Klinger,Bundesliga,25,187,84,62,66,425000.0,7000.0,0,0,0,0,0,0,,1,31,35,49,60,40,72,36,64,31,10,30,11,41,59,60,63,60,64,https://sofifa.com/player/233211/niklas-klinger/220039/
1351,Ryotaro Hironaga,J-League,31,186,80,62,62,210000.0,1000.0,0,0,0,0,0,0,,1,31,19,26,47,37,50,45,69,19,10,40,12,22,64,60,60,61,65,https://sofifa.com/player/232507/ryotaro-hironaga/220039/
1352,Mike Hauptmeijer,Eredivisie,24,190,70,62,67,475000.0,1000.0,0,0,0,0,0,0,,1,33,35,38,52,48,53,30,55,19,18,36,26,42,60,62,60,63,66,https://sofifa.com/player/229135/mike-hauptmeijer/220039/
1353,Nikolai Rehnen,Bundesliga,24,191,82,62,67,475000.0,1000.0,0,0,0,0,0,0,,1,33,39,38,54,40,54,23,57,19,8,29,16,22,63,58,60,62,63,https://sofifa.com/player/229067/nikolai-rehnen/220039/
1354,Samuel Casado Conde,La Liga 2,24,187,77,62,67,475000.0,1000.0,0,0,0,0,0,0,,1,44,45,38,61,53,56,40,66,16,21,23,25,28,62,61,58,56,67,https://sofifa.com/player/226288/samuel-casado-conde/220039/
1355,Morten Saetra,Eliteserien,24,198,90,62,68,500000.0,650.0,0,0,0,0,0,0,,1,43,46,35,53,59,55,30,62,25,25,30,15,29,63,61,58,60,63,https://sofifa.com/player/223488/morten-saetra/220039/
1356,Harry Lewis,Premier League,23,191,77,62,70,775000.0,6000.0,0,0,0,0,0,0,,1,30,35,42,53,48,53,29,56,23,23,25,28,44,64,59,57,60,64,https://sofifa.com/player/222096/harry-lewis/220039/
1357,Joel Coleman,League One,25,198,82,62,65,400000.0,1000.0,0,0,0,0,0,0,,1,40,49,48,58,62,60,40,60,16,16,14,25,52,62,60,62,62,63,https://sofifa.com/player/219795/joel-coleman/220039/
1358,Osman Hadzikic,Admiral Bundesliga,25,186,85,62,66,425000.0,2000.0,0,0,0,0,0,0,,1,41,41,38,60,56,60,19,61,19,21,35,24,27,62,59,58,61,63,https://sofifa.com/player/219643/osman-hadzikic/220039/
1359,Richard Sanchez,Major League Soccer,27,191,88,62,63,350000.0,1000.0,0,0,0,0,0,0,,1,43,43,39,52,27,54,29,58,23,17,42,30,43,64,61,61,60,62,https://sofifa.com/player/202786/richard-sanchez/220039/
1360,Connor Ripley,Championship,28,191,96,62,64,350000.0,5000.0,0,0,0,0,0,0,,1,26,28,24,54,38,50,21,80,16,19,45,14,33,63,62,62,60,64,https://sofifa.com/player/202770/connor-ripley/220039/
1361,Nick Hengelman,Eredivisie,31,186,88,62,62,210000.0,1000.0,0,0,0,0,0,0,,1,49,40,35,56,36,57,28,32,30,13,13,26,27,60,61,66,62,64,https://sofifa.com/player/200423/nick-hengelman/220039/
1362,Jayson Leutwiler,Championship,32,196,80,62,62,200000.0,2000.0,0,0,0,0,0,0,,1,44,48,58,57,36,64,41,64,29,12,47,26,51,61,60,60,61,62,https://sofifa.com/player/183347/jayson-leutwiler/220039/
1363,Andy Lonergan,Championship,37,192,87,62,62,45000.0,6000.0,0,0,0,0,0,0,,1,40,41,50,57,42,66,28,56,28,12,32,16,30,61,62,50,64,63,https://sofifa.com/player/118794/andy-lonergan/220039/
1364,Sergi Puig Herrera,Segunda B - Group 4,22,187,78,61,71,650000.0,1000.0,990,11,0,0,0,4,,1,36,33,40,63,44,60,33,54,24,7,33,15,43,59,61,57,57,61,https://sofifa.com/player/239248/sergi-puig-herrera/220039/
1365,Pieter Bos,Eerste Divisie,24,193,78,61,65,375000.0,950.0,90,1,1,1,0,1,7.0,1,28,28,36,49,24,30,18,62,20,10,24,17,31,63,62,58,60,63,https://sofifa.com/player/262254/pieter-bos/220039/
1366,Hector Espinola,Division 1,29,182,85,61,61,220000.0,500.0,90,1,0,0,0,0,,1,31,22,30,55,44,58,23,58,28,13,27,19,25,61,62,60,61,60,https://sofifa.com/player/259695/hector-espinola/220039/
1367,Leonardo Claros,Liga De Futbol Prof,23,184,88,61,68,550000.0,500.0,90,1,0,0,0,0,,1,55,50,56,59,67,65,43,68,37,17,40,23,50,60,59,56,61,60,https://sofifa.com/player/254396/leonardo-claros/220039/
1368,Dominique Youfeigane,Ligue 2,21,188,84,61,69,650000.0,800.0,90,1,2,1,0,0,6.0,1,42,37,38,54,27,36,22,59,25,14,19,15,37,63,61,57,56,62,https://sofifa.com/player/252046/dominique-youfeigane/220039/
1369,Ivan Konovalov,FNL 2 - Group 1,26,191,82,61,65,350000.0,1000.0,90,1,0,0,0,1,,1,22,20,25,56,16,48,23,30,19,11,21,21,17,56,59,55,66,64,https://sofifa.com/player/221009/ivan-konovalov/220039/
